sentence,label
나는 바지와 테니스 화를 신고 가게를 돌아다닐테지.[SEP]그리고 그녀는.[SEP]너 지금 더 이상 작고 낡은 드레스를 입을 필요가 없다고 하는거야?[SEP]맞아.[SEP]엄마는 아마도 고등학교를 졸업한 후에 테니스화를 한 켤레도 갖지 않았을 거야.,6
전 규칙적으로 매일 이것을 하는 편이에요.[SEP]어떤 단체를 가지고 있나요?[SEP]음 방금 20킬로 정도 자전거를 타고 왔어요.[SEP]이맘때에 자전거 많이 못 타잖아요.[SEP]매일 아침 저는 이 체력단련협회의 위원장실을 이용해요.,3
디럭스 더블룸이요[SEP]객실에서 와이파이 되나요?[SEP]객실 안에 설치되어있어요[SEP]입실은 몇 시부터에요?[SEP]2시부터입니다,5
세척하려면 돈 드려야하죠?[SEP]이건 다른 데 가져가셔야합니다 우리 기계하고 안맞아요[SEP]집에서 울샴푸 넣어가지고 세척 해도 되는 거예요?[SEP]네 그렇게 해보세요[SEP]이게 순금인지 18케이인지 한 번 봐주시겠어요?,2
저는 전체로서의 회사를 말하는거에요.[SEP]당신이 직원으로 있기 때문에 회사는 돈을 벌 수 있고요.[SEP]그들이 당신에게 월급도 주는 거죠.[SEP]당신은 회사의 그런 성장에 책임이 있습니다.[SEP]회사가 수익을 낼 수 있는 단계에 이르게 하는 데에는 당신의 책임도 있다는 것이죠.,6
약간의 불편한 점만 있을 줄 알았는데 그러니까 분명히 식품점들이 꺼리는 것 같아요.[SEP]왜냐하면 그렇게 하는 양이 꽤 많기 때문이죠.[SEP]현금 흐름의 비용은 그들에게 큰 문제입니다.[SEP]맞아요.[SEP]여하튼.,0
어디 보자.[SEP]올해는 자동차로 콜로라도로 가볼 계획이야.[SEP]에스티스 공원과 콜로라도 스프링스에 갈 거야.[SEP]한 번은 콜로라도 남쪽 끝의 두랑고와 그 지역의 북쪽을 여행한 적이 있거든.[SEP]참 방문하기 좋은 장소였어.,5
아니.[SEP]사실 최근에 아기를 낳아서 지금은 컨설팅을 하고 있어.[SEP]남편은 벨 연구소에서 일해.[SEP]하지만 그는 정말 프랑스 출신이야.[SEP]그리고 이 컴퓨터들은 사실 프랑스에서 온 거야.,6
성인석은 조용한가요?[SEP]청소년석보다 성인석이 훨씬 조용하죠?[SEP]학생인데 성인석에서는 못하나요?[SEP]왜 성인석이 따로 있는 거죠?[SEP]키보드가 자꾸 다른거 눌리는데요?,2
메론 손질은 어떻게 하나요?[SEP]사과 어떻게 예쁘게 손질해요?[SEP]망고는 뭐로 손질해야해요?[SEP]사과는 언제 딴거에요?[SEP]수확시기가 요즘인가요?,5
"그 영화 본 적 있나요?[SEP]아니요, 본 적 없어요.[SEP]그건 사이코 장르 중에 하나에요.[SEP]지금 저는 혼자 살아요.[SEP]그래서 저는 그런 사이코 장르는 안 좋아해요.",1
일반실 1박 확인되었어요[SEP]룸에 세면도구 제공되나요?[SEP]룸 안에 구비되어 있어요[SEP]체크아웃 시간은 언제인가요?[SEP]오전 10시예요,5
"회원권 없어요[SEP]사월 십삼일 토요일 정상가가 이십 일만 이천 원인데, 할인을 해드리면 십팔만 원까지 가능하네요[SEP]성인 두 명하고 학생 한 명 하고 삼인이 다 이용할 수 있나요?[SEP]저희는 다 오인 기준이라서 충분하실 거예요[SEP]상의는 좀 해보고 전화 예약을 해야 할 것 같은데요?",5
그렇지.[SEP]그 가격대의 차를 절대 찾을 수 없긴 해.[SEP]물론이지.[SEP]가격대가 계속 올라갈 거니 이 차 가지고 잘 즐겨야죠.[SEP],2
여기 휴스턴에는 줄이 길어서 심지어 토요일에도 문을 열거든.[SEP]그래서 투표할 시간이 충분해.[SEP]나 서울에 있는데 거기도 지금 줄이 길어.[SEP]난 어떤 해에는 부재자 투표를 했어.[SEP]정말 가버릴 참이었어.,4
우리는 컴퓨터를 가지고 있었어요 이 집에 있었죠.[SEP]로터스 스프레드시트를 만들어서 우리가 매번 무엇을 소비했는지 알기 위해 수표장을 사용하면서 일 년을 보냈습니다.[SEP]매월 우리가 초과했는지 또는 미달했는지 알아냈습니다.[SEP]기본적으로 제가 한 일은 가계부를 통해 계속 추적하는 것입니다.[SEP]우리에게 들어오는 수표가 얼마인지 계산하기 위해.,0
그렇게 하면 무조건 잘 돼.[SEP]완전 쉽고 말이야.[SEP]칠리소스는 얼마나 넣었다고 했지?[SEP]작은 병들 중 하나야.[SEP]8 정도.,1
거긴 많은 기억을 떠올리게 해주지.[SEP]맞아.[SEP]하지만 거긴 상황이 달라.[SEP]배가 정박하면 관광도 하고 쇼핑도 할 수 있어.[SEP]여기와는 전혀 다른 세상일뿐이야.,5
아마 제가 잘못 알고 있는 거겠죠.[SEP]저는 소아마비 치료법이 이미 발견 됐다고 믿어요.[SEP]일단 한번 DC에 사무실을 차려놓으면 직원들이 함께 있으면 폐업하기가 쉽지 않아요.[SEP]아직 닫지 않았을 뿐이에요.[SEP]그럴 수도 있겠군요.,0
그게 아마 여러 이유 중 하나네.[SEP]우린 항상 어린애랑 같이 있었어.[SEP]그래서 몇몇 활동은 꽤 적응이 안 되는 것 같아.[SEP]휴가를 계획하는 게 좀 더 어렵긴 하지.[SEP]아이들과 함께 즐길 수 있는 여러 활동을 알아내려고 노력해야 해.,5
스웨덴은 다른 일을 하고 싶어 하지 않는 것 같고.[SEP]그들은 모두 해결해야 할 자신만의 이유들을 가지고 있어.[SEP]그중 일부는 사람들 마음속에서 꽤 당연한 거야.[SEP]나는 그들의 관점을 이해할 수 있어.[SEP]경제는 조금 쇠약하지만 시작하려고 하는 거지.,6
우리는 알래스카 말라뮤트 종과 래브라도 종이 섞인 변종 개가 있었어.[SEP]아니 강아지라고 해야겠지.[SEP]우리 애들한테는 그게 너무 컸어.[SEP]그랬구나.[SEP]이 집으로 이사 왔을 때 가장 처음 갖고 싶었던 것이 애완동물이었어.,1
전 기분이 안 좋았어요.[SEP]아시겠지만 체형이 무너지고 나면 하지 않게 되죠.[SEP]쉽게 피곤해져서 그게 저를 이렇게 만들었죠. [SEP]전 스파가길 좋아하지는 않아요.[SEP]저는 그냥.,3
"해변을 즐기거든.[SEP]내 경우에는 지난여름 휴가 이후에 해변을 싫어하게 됐어.[SEP]이런, 우린 해터러스곶에 갔었어.[SEP]메릴랜드에 있는 애들을 만나러 갔는데 며칠 동안 헤터러스곶에 머물렀어.[SEP]파도가 정말 거대했는데 그런 건 처음 봤어.",5
우리가 원하는 것을 위한 자금이 따로 있어.[SEP]우리는 계속 거기에 저축하면서 매달 우리가 얼마를 필요로 할지 알고 있는거지.[SEP]그러면 특정한 물건을 사기 위한 충분한 돈이 모이게 될 달을 알게 되지.[SEP]아하.[SEP]그래서 우리는 외상으로 물건을 사는 일이 거의 없어.,6
그거 참 희망적인 내용이네요.[SEP]그는 탈영하고 뉴욕으로 가요.[SEP]싸움을 하면서 돈을 벌기 시작하죠.[SEP]그러고 나서 그는 LA로 가고.[SEP]거기서 그녀는 그를 그냥 도와주죠.,1
"나도 12장 받았어.[SEP]우편으로 카드 받은 거 있어?[SEP]응, 엄청 많이 갖고 있어.[SEP]몇 개인지 기억도 안 나.[SEP]나도 모르겠어.",4
"제 러닝머신은 사용해요.[SEP]뭐, 좋아요.[SEP]저희 부모님이 러닝머신이 있는데요.[SEP]그들을 방문하면 매번 그걸 해요.[SEP]날씨가 나쁘면 변명의 여지가 없어지기 때문에 좋아요.",3
"몇 시간 정도 쳐야 서비스 시간 주시죠?[SEP]서비스는 언제 받을 수 있나요?[SEP]아까 서비스 주신다는거 지금 주실 수 있나요?[SEP]연습 시간 조금만 주실 수 있나요?[SEP]제가 처음 쳐봐서, 감 잡을 수 있는 시간 조금만 주실 수 있어요?",2
"한 세 시쯤에 도착할 거 같은데요[SEP]오후 세 시요?[SEP]네, 오후 세 시요[SEP]체크아웃은 열두 시에요?[SEP]네, 체크아웃은 월요일 열두 시인데 예약을 잡아놓을까요?",5
"저는 조지아 공대에서 일해요.[SEP]네, 저는 연구 시설에서 일합니다.[SEP]어떻게 보면 좀 작은 곳이에요.[SEP]약 2천 명의 공무원들을 거느리고 있어요.[SEP]그래도 규모로 봐서는 여전히 작다고 할 수 있겠죠.",6
그렇구나.[SEP]지난 기념일에 갔었어요.[SEP]제 첫 농어를 잡았어요.[SEP]먹을 만큼 컸어요.[SEP]전 아주 흥분했어요.,3
굽이 조금만 있으면 좋겠다[SEP]요즘은 굽이 없게 나와요[SEP]굽이 너무 없으면 걸을 때 발바닥이 피곤하지 않나요?[SEP]그거는 개인차예요[SEP]여기는 동일 가격인가 보다 그렇죠?,2
"아이 한 명은 추가요금 있어요[SEP]몇 살부터 추가 요금 있나요?[SEP]만 3세부터요[SEP]계좌이체 가능한가요?[SEP]네, 계좌이체 관련 문자로 알려드릴게요",5
봄 자켓 있어요?[SEP]여기 있습니다[SEP]내피가 두껍게 있네요?[SEP]아니요 봄 신상이라서 내피가 얇은 편입니다[SEP]그런데 이게 구김도 아닌 것이 왜 이렇게 쭈글쭈글해요?,2
나도 경험을 쌓고 있어[SEP]조금씩.[SEP]내 아내는 전혀 학구적인 스타일이 아니야.[SEP]내 아내는 뭐랄까 현실 세계에 있는 것 같아.[SEP]나는 뭐랄까 현실 세계의 중간쯤에 경첩이 있어.,6
"#이름#로 예약했습니다[SEP]네, 핸드폰 번호 뒷자리는 어떻게 되세요?[SEP]1234입니다[SEP]네, 스위트룸으로 2박 예약하신 게 맞으신가요?[SEP]룸은 7층 721호예요",5
난 사용해 본 적은 없어서 잘 알지 못해.[SEP]어때?[SEP]상업적으로 이용할 수 있는 소프트웨어를 사용했어?[SEP]나는 로터스 프로그램을 사용해 본 적이 있어.[SEP]워드 퍼펙트를 썼는데 그다지 많이 사용하지는 않아.,6
"요리하는 거 좋아해?[SEP]좋아해.[SEP]사실 지금 막 저녁을 준비하는 중이야.[SEP]오, 정말?[SEP]어떤 거 만드는데?",1
회사 입장에서는 말이에요.[SEP]기본적으로 프로젝트에 대해 알아야 할 것들이 많이 있습니다.[SEP]저는 엔지니어입니다.[SEP]연구직이죠.[SEP]저는 한 남자와 같은 연구실에서 일했습니다.,6
"네, 체크인 가능해요[SEP]트윈 룸 남는 방 있나요?[SEP]전망은 어떤가요?[SEP]바다전망이니 마음에 드실 거예요[SEP]현금 결제도 가능한가요?",5
배달되나요?[SEP]지금 끝났는데요 죄송해요[SEP]아 그러면 몇 시까지 배달하시는데요?[SEP]예 보통 한 20분 정도 되면 끝냅니다[SEP]주로 뭐 잘 나가요? 빨리 나올 수 있는 요리가 있나요?,1
"밑에 가 상한 것 같은데 봐주실래요?[SEP]과일 주스 해먹을 건데, 어떤게 괜찮나요?[SEP]열대과일 주스 만드려는데 있나요?[SEP]파인애플로도 식초 만드나요?[SEP]식초는 무슨 과일로 만들 수 있나요?",5
그렇게 생각해?[SEP]의료보험에 가입하지 않은 사람이 너무 많은 걸 보면 아마도 좋은 생각인 것 같아.[SEP]집 없는 사람들이 병원에 갔을 때 생기는 끔찍한 이야기를 너도 들어봤잖아.[SEP]네가 어디에 있든 누구든 무슨 일이 일어났든 그냥 병원에 가면 알아서 처리해주고 말이야.[SEP]환자가 누군지는 나중에 생각하면 되잖아.,4
남편이 항상 더스틴에 가고 싶어 해.[SEP]아직 그쪽으로 가진 않았어.[SEP]동부 제티라고 불리는 곳이야. [SEP]그렇게 불리는 이유가 제티 중에서도 끝자락에 있거든.[SEP]그렇구나.,5
"커피숍은 오전 여덟 시부터 오후 열한 시까지 가능하세요[SEP]음료는 객실에 어떤 거를 제공해주시나요?[SEP]생수랑 오렌지 주스류는 냉장고에 있고, 부족할 때 말씀해주시면 저희가 채워드려요[SEP]애완견 저희가 데리고 가도 되나요?[SEP]저희가 카펫 바닥이라 애완견은 어려우세요",5
룸서비스가 가능한가요?[SEP]저희는 중소형 호텔이라 룸서비스가 없어요[SEP]호텔 묵게 되면 편의시설은 어떤 거 이용할 수 있나요?[SEP]조식 있고 기본 어메니티는 객실에 다 채워져 있어요. 호텔 내에는 커피숍 있고 뒤쪽으로 관광지가 있어요[SEP]커피숍 이용 시간은 몇 시부터 몇 시까지인가요?,5
"금요일이 되면 대부분의 사람은 청바지와 운동복, 또는 청바지와 블라우스 같은 것을 입습니다.[SEP]하지만 저는 주로 치마와 블라우스, 치마나 풀오버 스웨터, 아니면 투피스 정장을 입습니다.[SEP]좋은 방법이네요.[SEP]저는 생각해 본 적이 없어요.[SEP]저도 일주일 전에 입을 옷을 미리 계획하긴 합니다.",6
"내일 아침 7시에 모닝콜 해주실래요?[SEP]네, 오전 7시에 모닝콜 드릴게요[SEP]체크아웃 늦게 해도 되나요?[SEP]정해진 시간에 나가셔야 해요[SEP]티브이가 안 나오는데 다른 방으로 바꿔주실래요?",5
여기 과일 바구니에 뭐뭐 들어가있어요?[SEP]포장하면 더 비용이 더 드나요?[SEP]상자 포장하면 추가비용 있나요?[SEP]비닐봉지도 비용 받나요?[SEP]한 개 더 추가하면 얼마인가요?,5
수확시기가 요즘인가요?[SEP]딸기가 요즘 철이긴 하죠?[SEP]복숭아 딴지 오래 된 건가요?[SEP]여기 상처난 것 같은데 확인해 주실래요?[SEP]갈변 된 것 같은데 맞나요?,5
"그들은 사막 폭풍 영화들에 출연하기로 했었는데. [SEP]오, 저 그 영화들 기대했는데요.[SEP]그러게요.[SEP]제 생각에 할리우드에선 찍기도 전에 계약을 하고 있었나봐요.[SEP]그렇습니다.",1
"네, 성함이 어떻게 되세요?[SEP]#이름#로 예약했습니다[SEP]네, 핸드폰 번호 뒷자리는 어떻게 되세요?[SEP]1234입니다[SEP]네, 스위트룸으로 2박 예약하신 게 맞으신가요?",5
나는 컴퓨터 분야에서 다양한 직업을 가지고 있어.[SEP]그래서 다양한 종류의 혜택을 봤지.[SEP]나는 한동안 일을 했어.[SEP]아주 학문적인 타입의 직장이었어.[SEP]그러고 나서 일반 산업체 같은 곳에서 일했었는데.,6
어린이날은 추첨이라 일반인들은 예약이 안 되고 당일에 취소하신 분들이 있으면 예약이 가능하세요[SEP]미리 예약을 걸어 놓을 수 있나요?[SEP]대기라는 게 따로 없고 당일날 취소하시는 분이 있을 경우에만 가능하세요[SEP]당일날 취소 건이 있는지 잘 모르는데 계속 전화를 해보는 수밖에 없나요?[SEP]오월 오일 오전이나 하루 전에 연락을 한번 주시면 취소 건이 있는지 확인을 해보고 예약을 도와드릴 수밖에 없어요,5
"지난번에 낚시갔을 땐 농어를 잡았어요.[SEP]제 딸과 딸 친구, 제 친구와 친구 딸이 같이 갔어요.[SEP]저만 고기를 못 잡았어요.[SEP]그래요.[SEP]제 딸도 물고기를 잡았어요.",3
"네, 저는 TI에서 돈을 너무 많이 벌어서 우리는 그것을 그냥 쓰려고요.[SEP]우리는 그것을 그날 벌어 그날 써도 결코 문제 없어요.[SEP]독자적으로 부유하면서 주요 반도체 회사에서 일한다는 것은 꽤 멋진 일입니다.[SEP]그냥 잘 쓰면 되니까요.[SEP]당신은 똑똑한가요?",0
"그들은 더 많이 소비하고 일자리인가 뭔가를 만들어낼 거라고 당신은 소망할 수도 있구요.[SEP]경제를 살릴 것이라고 말이죠.[SEP]네, 정말 그렇습니다.[SEP]그건 어려운 균형상태에요.[SEP]그건 분명합니다.",0
전 국민 무상 의료란 것도 따지고 보면 말이지.[SEP]나도 잘 모르겠어.[SEP]의원에서 일하고 있는데 의사의 관점에서 그걸 바라본 것 같아.[SEP]병원이 돈을 벌긴 버는 데 보험회사만큼 벌지는 못한다고 생각해.[SEP]걔네들이 돈을 쓸어 담고 있는데 아무도 뭐라고 하지 않아.,4
"익숙하지는 않지만 좋아하긴 해요.[SEP]남편이 가장 좋아하는 것 중 하나는 해물 스튜예요.[SEP]밥 위에 얹어주는 국물 같은 것입니다.[SEP]굴과 새우, 게가 들어있어요.[SEP]조개나 이런 것들이 다 들어 있는 요리 아니죠?",1
엉덩이는 약간 컸어요.[SEP]그런데 많은 그 시절에는 엉덩이가 큰 여자를 좋아했었잖아요.[SEP]그랬죠.[SEP]일부러 그렇게 유지하는지도 모르죠.[SEP]그럴지도.,3
아니야.[SEP]내 생각에 우리 대부분을 만난 곳이야.[SEP]자기 집처럼 말이야.[SEP]언제인지 알고.[SEP]여느 때처럼 항상 전화벨이 울리기 때문에 나는 집에 있는 것을 싫어했는데.,6
맞아.[SEP]그 투표는 선거일에 했던 투표와 똑같아.[SEP]더 쉽게 하도록 전체 시스템을 바꿔야 한다고 생각해.[SEP]그렇지.[SEP]그렇게 번거롭지 않다면 더 많은 사람이 할 거로 생각해.,4
전 상어 스테이크 좋아해요.[SEP]그런데 제가 잡은 건 작은 거였어요.[SEP]상어도 잡아야 할 규격이 제한되어 있나요?[SEP]그게 스포츠 낚시 같은 거예요?[SEP]정말 상어를 잡을 수 있나요?,3
저도 직장에 버스를 타고 출근하는 방법을 찾아보았는데.[SEP]저는 차로 출근하면 20분에서 25분 안에 도착할 수 있어요.[SEP]워싱턴 호수위의 매우 혼잡한 부교를 건너서요. [SEP]하지만 버스를 타면 몇 번 갈아타야 해요.[SEP]1시간 이상 걸리죠.,6
"떡볶이 할 때 쓰는 쌀떡 있나요?[SEP]밀떡으로 떡볶이 하려는데 있나요?[SEP]떡볶이를 만들건데, 어떤 떡으로 하면 되나요?[SEP]여기 가래떡으로 떡볶이 해도 상관 없나요?[SEP]밀 빻아 주실 때 어떻게 가지고 와야해요?",5
제 생각에는 그게 미국 자동차는 질이 좋지 않다는 편견을 갖게 된 계기 같아요.[SEP]제가 자동차 구매를 생각할 땐 외제차를 염두에 둔다는 걸 말씀드려야 할 것 같아요.[SEP]재밌군요.[SEP]그중 일부를 이기기는 힘들겠지만.[SEP]저희는 91 코르시카 같은 자동차를 정부 보조금이 지원되는 경매에서 구입하려고 해요.,2
"전 안 해요.[SEP]사실 제가 무작위로 체크했었던 것 같네요.[SEP]더 기억나는 게 없어요.[SEP]글쎄, 네.[SEP]한 번이라도 골프 치셨다면.",3
"혹시 결제는 제이 페이로도 되나요?[SEP]떡국 떡은 미리 주문해야하나요?[SEP]추석 송편 좀 사려는데, 속이 팥인가요 깨 인가요?[SEP]새알 만들만 한거는 뭐가 있죠?[SEP]이바지 떡 포장은 몇 개 들어가요?",5
"지난 4월 유월절에 남은 터키를 냉동해 둔 것이 있어서.[SEP]해동하고 있고.[SEP]드레싱과 그레이비를 만들고.[SEP]옥수수와 밀을 곁들이고, 마트에서 살 수 있는 종류, 예를 들면 볶음밥 같은 것을 할 거야.[SEP]하지만 밀 알갱이로는.",1
기름은 따라 버리는 거지.[SEP]보통은 난 냉동을 시키지.[SEP]먹을 때가 되었을 때.[SEP]응.[SEP]아마 맛있게  먹으려면 데워야만 하겠지.,1
그렇구나.[SEP]나도 그래.[SEP]나는 헤비메탈 빼고는 다 좋아하는 것 같아.[SEP]랩도 거의 다 안 좋아해.[SEP]너는 내 예전 모습과 비슷하구나.,1
선택의 여지가 전혀 없었단 말이야?[SEP]전혀 없어.[SEP]정말 문제네.[SEP]심지어 지금도 우리가 겪고 있는 상황이 거기엔 여전히 존재해.[SEP]더 악화하고 있어. ,4
그게 제가 하는 유일한 일일 거예요.[SEP]제 할머니가 삼사십 년 볼링을 하고 있으세요.[SEP]모르겠어요.[SEP]캠핑이 어떤 의미인지 말씀해 주실래요?[SEP],3
아이들이 크기만 하면 토요일 같은 때 호수에 가서 배를 타고 즐겁게 놀 거예요.[SEP]거기 호수는 매우 아름다워서요.[SEP]아주 즐거울 거예요.[SEP]거기에 보트를 놔두고 올 거예요.[SEP]아마도 다음날 다시 할 거기 때문이죠.,3
어떻게 나눠야 할지를 결정하려는 가여운 판사들이 있기나 한지 나는 잘 모르겠어.[SEP]갑자기 그들이 궁금하네.[SEP]그들도 선출직이야. [SEP]맞아.[SEP]그건 또 다른 흥미로운 질문이야.,4
제 생각엔 이것이.[SEP]전 규칙적으로 매일 이것을 하는 편이에요.[SEP]어떤 단체를 가지고 있나요?[SEP]음 방금 20킬로 정도 자전거를 타고 왔어요.[SEP]이맘때에 자전거 많이 못 타잖아요.,3
"네, 강남에서 5801번 버스 타고 오면 바로 오실 수 있으세요[SEP]콘도 내에서 고기 구워 먹을 수 있나요?[SEP]콘도 내에서는 드실 수 없으세요[SEP]근처에 고기나 식사할 수 있는 곳 있을까요?[SEP]네, 안내해 드릴게요",5
테이프 좀 몇 개 가져오라고 하셨어.[SEP]항상 내 테이프들을 빌려 가시네.[SEP]그래.[SEP]하지만 난 식물 돌보는 거 좋아해.[SEP]지금 아파트에 식물이 많아.,1
우리나라가 위험에 처해있다는 걸 아는 누군가가 아마 나타나겠지.[SEP]난 더이상 못 참겠어.[SEP]그리 머지않은 미래에 무슨 일이 벌어질지 난 상상이 가.[SEP]우리나라가 일본에서 80억 달러를 받아낼 거라고 계속 듣고 있지.[SEP]전쟁.,4
그러고 나서 스위치가 어디 있는지 보여줬어.[SEP]직원들은 그냥 너한테 그걸 말해주려고 25달러를 청구했었네.[SEP]그분들이 그가 이미 처리를 했다고 말했을 때 정말 뭔가 문제가 있다고 생각했던 것 같아.[SEP]그분들도 아마 그러한 상황을 겪어봤을 거야.[SEP]그는 제대로 처리를 하지 못했어.,2
왼쪽에 있는거는 세일 한다고 써놨는데 오른쪽에는 세일 안하나요?[SEP]네 여기는 원가 세일하고 이쪽은 현금하시면 오천 원에서 만 원 세일하고 있어요[SEP]이런 귀걸이는 가격 어떻게 해요?[SEP]이런 거는 팔천오백 원 거의 육천 원에서 만원 사이에요[SEP]색깔은 변색은?,2
그래.[SEP]알아.[SEP]내 말은 네가 나이 들게 되면.[SEP]그게 네가 정말로 가지고 있는.[SEP]유일한 것이라는 거야.,6
그게 제가 고용된 이유고 저에게는 아주 조그마한 변화밖에 없었습니다.[SEP]그렇죠.[SEP]그렇긴 하지만 어떤 의미에서 보면 더 넓게 살펴볼 여력이 없습니다.[SEP]사람들의 성과에 맞는 보상을 하기 위해서 말입니다.[SEP]그러니까.,4
이 티셔츠는 뭔데 두 장에 만 원이에요?[SEP]대량으로 파는 건 그래요[SEP]다른 것도 세일해요?[SEP]세일하는 것도 있어요[SEP]이거는 신상이라서 세일 안 하고요?,2
"할머니를 요양원에 보내니까 할머니가 온갖 말썽을 부리시더라고..[SEP]요양원에서 가족분들을 불러서 할머니를 다시 모시고 가라고 했대.[SEP]꽤 말썽이셨나 봐.[SEP]그 쪽에서 할머님을 너무 성가시다고 느낀 것 같아.[SEP]후, 더 이상 할머님을 상대할 수 없었던 거지.",6
"모든 신용카드의 문제는, 확실히 사람들이 빚을 지도록 부추긴다고 생각합니다.[SEP]저도 당신 말에 동의합니다.[SEP]네.[SEP]저는 빚이 없습니다.[SEP]아, 지난 여름에 새 집을 샀군요.",0
"학생한테 선물할 건데, 수분크림 가볍게 쓸만한게 뭐가 있을까요?[SEP]이제 스무살인데 레드 립 괜찮을까요?[SEP]50대 여성분이 쓰실건데, 가볍게 바르시는게 좋을 것 같죠?[SEP]아직 10대라서 아무래도 틴트처름 바르는게 더 괜찮겠죠?[SEP]요즘 20대가 선호하는 쿠션 타입이 뭔가요?",5
"그 배우는 우연히도 집사람의 사업 동료 중 한 명의 친구야.[SEP]와, 그거 대단하다.[SEP]멋지네.[SEP]어쨌든 우리는 근사한 사진을 받은 거지.[SEP]그 사진은 ""늑대와 춤을""이라고 써진 봉투에 들어 있었어.",1
좋네요.[SEP]유일한 단점은 당신이 계속 유지해야만 한다는 점이죠. [SEP]음.[SEP]당신은 저보다 시간이 더 많아야 할 거예요.[SEP]저는 지금 여기 나와서 앉아 있어요.,6
제가 그들에게 4년 동안 갚는다고 했던 거 기억 안 나냐고 말이죠.[SEP]그들은 돌아왔어요.[SEP]그들은 그것을 5로 계산했다고 말했어요.[SEP]서류에 이미 서명도 했습니다.[SEP]아마 제가 거기에 있었을지도 모르죠.,0
정말 슬픈 일이에요.[SEP]어머니께 무슨 일이 생기면 어쩌지 생각해 봤어요.[SEP]오빠들은 저를 돕는데 관심이 없어요.[SEP]그래서 여기로 아버지를 옮겨와야 할 것 같아요.[SEP]아버지가 요양원에 들어가야 한다면 저도 요양원을 알아보고 싶어요.,6
이거는 가격이 얼마나 해요?[SEP]이게 1돈반인데 44만 8천 원이에요[SEP]현금으로 하면 할인은 안되나요?[SEP]이게 현금 가격이구요 카드로 하면 말씀하셔야 해요[SEP]요즘 금 시세는 얼마나해요?,2
"왜냐하면 보험 회사들이 비용 전가를 할 수 있기 때문이죠.[SEP]하지만 이 모든 것이 바뀌기 시작했습니다.[SEP]청구서를 지불하는 사람들, 고용주들이 불평하기 시작했어요.[SEP]왜냐하면, 지난 10년 동안 의료비가 200%나 올랐기 때문입니다.[SEP]저는 변화가 흥미로우리라 생각합니다.",4
전 그보다 더한 일을 하다가 어떻게 다친다는 것도 알죠.[SEP]이제는 가장이고 생계를 꾸려야 하는 처리라 위험을 감당할 수 없어요.[SEP]철없는 10대 때 했던 위험을 감수할 수는 없는 거죠.[SEP]이렇게 인생은 조금씩 바뀌네요.[SEP]언젠가는 스키를 타는 게 좋을 것 같아요.,3
그렇진 않아요[SEP]세탁은 어떻게?[SEP]드라이 해줘야죠[SEP]카드 결제돼요?[SEP]네 돼요,2
"2.5kg짜리 랍스터를 3만 원에 살 수 있는 식당들이 많이 있습니다.[SEP]오 마이 갓![SEP]메인에 꼭 가봐야겠군요.[SEP]당신은 얼마 동안 여행을 떠나온 적이 있었지요.[SEP]네, 그렇습니다.",1
나도 그렇게 생각해.[SEP]그분들은 군에 관해 이야기하지.[SEP]그분들은 전쟁에서 우리가 이긴 이유랑 훈련의 중요성에 대해 말하지.[SEP]그건 업계에서도 중요하고 그런 분들은 정확하니까.[SEP]슈워츠코프 같은 장성들이 주지사든 뭐가 됐든 훌륭한 정치인이 됐을 거야.,4
맞아.[SEP]추측하건대 원래 허락을 받지 않고 했거든.[SEP]그렇구나.[SEP]그런 일이 있고부터는 그것을 정정하고 노래가 나올 때마다 로열티를 지불했어.[SEP]하지만.,1
제가 아니면 다른사람이 못 받나요?[SEP]여기서 유명한 떡집이 어디인가요?[SEP]여기가 송편을 그렇게 잘한다고 소문이 났던데요?[SEP]근방에서 제일 유명한게 여기죠?[SEP]SNS에서 핫 한 곳이 여기 맞나요?,5
그렇구나.[SEP]꽤 말썽이셨나 봐.[SEP]장기 체재 객용 호텔이었는데 요양원과 관련된 상근 진료소가 있었지.[SEP]처음 몇 년 동안은 할머니만의 아파트를 갖고 계셨고 스스로 식사 준비도 하셨어.[SEP]어쩔 땐 다른 곳에서 식사를 하시기도 했지.,6
그래.[SEP]나쁘지는 않았던 것 같아.[SEP]괜찮았어.[SEP]하지만 올해와 지난해 수상작을 비교했을 때 그건 그냥 그래.[SEP]모르겠어.,1
아이들이 어릴 때 직장에 다니는 어머니나 집 밖에서 일하는 어머니들은 일찍부터 죄책감을 느끼게 되죠.[SEP]제 아이들이 아주 어렸을 때 저는 스케줄이 자유로워서 아이들과 시간을 보낼 시간이 있는 일을 했습니다.[SEP]오래전에 저는 집 밖에서 일하게 되면서 스스로 더 나은 엄마라고 생각했어요.[SEP]전 정말 그렇게 생각해요.[SEP]제가 일하지 않았다면 사주지 못했을 그 나이에 특히 잘 어울리는 것들을 우리 아이들을 위해 사줄 수 있었습니다.,6
"어메니티는 무료로 제공이 가능한데 칫솔, 치약은 유료 제품이기에 별도로 챙겨오시는 게 나을 거예요[SEP]룸서비스는 가능할까요?[SEP]룸서비스는 가능하세요[SEP]연계된 렌터카 회사가 있나요?[SEP]에이제이 렌터카라고 저희와 제휴가 되어 있어요. 번호를 알려주시면 그쪽으로 연락을 해드리는 방식이에요",5
